asset_code,serial_number,brand,model,asset_type,category,purchase_date,purchase_price,warranty_expiry,condition,status,apartment_code
VH-BS-D41-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-D41-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-D41-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-AC-D41-0004,IAF251524561,Whirlpool,1.0 ton MGCL 3S COPR -P,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-D41-0003,GP-A1S12P22PIDUEXS00678,Blue Star,GP-A1S12P22PIDU,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-D41-0002,null,Whirlpool,1.0 ton MGCL 3S COPR -P,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-D41-0001,GP-A1S12P22PIDUEXS00678,Blue Stare,GP-A1S12P22PIDU,Air Conditioner,Appliances,null,null,null,new,allocated,null
VH-RO-D31-0001,null,null,null,RO Water Purifier,Kitchen & Dining,2025-09-16,7000.00,null,good,allocated,null
VH-WH-D21-0003,null,null,null,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-D21-0002,19020038613866,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-D21-0001,19020038613869,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WM-D21-0001,1200263A22B101782,Voltas,WTL65UPSE,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-ST-D21-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-D21-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-D21-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-SF-D21-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-SS-D21-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-RO-D21-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2023-08-30,7000.00,null,good,allocated,null
VH-RF-D21-0001,null,Godrej,RD EDGE 205 TRF 2.2/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-MW-D21-0001,GZMW22D0083308,Voltas,N222W304909G/MS17WM,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-MA-D21-0006,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-D21-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-D21-0004,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-D21-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-D21-0002,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-D21-0001,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,null,good,allocated,null
VH-IS-D21-0001,LI12181110046,Prestige,PIC 20.0,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-FN-D21-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-D21-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-D21-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-DT-D21-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-CB-D21-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D21-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D21-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D21-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CO-D21-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D21-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D21-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D21-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CH-D21-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D21-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D21-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D21-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-AC-D21-0004,SE190025943,Hitachi,RSG312HCDOBW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-D21-0003,SE190Q25943,null,RSG312HCD0BW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-D21-0002,SE190Q29421,Hitachi,RSG312HCD06W,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-D21-0001,SE190Q26048,Hitachi,RSG312HCD0BW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-WH-D12-0002,19070038603500,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-D12-0001,19090038606686,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WM-D12-0001,05A15PAW705845J,Samsung,WA70BG4441BY/2023,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-TV-D12-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-ST-D12-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-D12-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-SF-D12-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-SS-D12-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-RO-D12-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2023-08-05,7000.00,null,good,allocated,null
VH-RF-D12-0001,null,Samsung,RR20C1712S8/HL/2023,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-MW-D12-0001,306NMXH013642,LG,MS2043DB0BB1QILN,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-MA-D12-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-D12-0004,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-D12-0003,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-D12-0002,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-D12-0001,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-IS-D12-0001,BB03KC1376A4081,Impex,Optima Plus,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-FN-D12-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-D12-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-D12-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-D12-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-DT-D12-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-CB-D12-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D12-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D12-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D12-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D12-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CO-D12-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D12-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D12-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D12-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D12-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-06-17,5950.00,null,good,allocated,null
VH-CH-D12-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D12-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D12-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-AC-D12-0003,BCX0P9AM800016T,Samsung,AR12RG3BAWKNNA,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-D12-0002,BCZX0P9AM800020W,Samsung,AR12RG3BAWKNNA,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-D12-0001,BCZ0P9AM800047E,Samsung,AR12RG3BAWKNNA,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-WH-D11-0003,18090038606518,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-D11-0002,19070038603638,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-D11-0001,19070038603638,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WM-D11-0001,T62CG#18LH2#004262,Onida,CRYSTAL,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-TV-D11-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-ST-D11-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-D11-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-D11-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-SF-D11-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-SS-D11-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-RO-D11-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-09-16,7000.00,null,good,allocated,null
VH-RF-D11-0001,null,Samsung,RR20N1Y1ZSE/HL/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-MW-D11-0001,0BFE7WDM502780N,Samsung,MS23K3513AK/TL MAY-2019,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-MA-D11-0006,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-D11-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-D11-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-D11-0003,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-D11-0002,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-D11-0001,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-IS-D11-0001,LI03235325174,Prestige,PIC 16.0+,Induction Stove,Appliances,2025-05-05,1890.00,null,good,allocated,null
VH-FN-D11-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-D11-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-DT-D11-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-CB-D11-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D11-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D11-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D11-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CO-D11-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D11-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D11-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D11-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CH-D11-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D11-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D11-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D11-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-BS-D11-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-D11-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-D11-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-AC-D11-0003,null,null,null,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-FN-C41-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-AC-D11-0002,null,null,null,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-D11-0001,null,null,null,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-WH-C44-0002,1909003107033,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C44-0001,null,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WM-C44-0001,05A05PBW2044136,Samsung,WA70BG4441BG,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-TV-C44-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-ST-C44-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C44-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C44-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-SF-C44-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-SS-C44-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-RO-C44-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2023-03-30,7000.00,null,good,allocated,null
VH-RF-C44-0001,null,Godrej,RD EDGE 205 TRF 2.2/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-MW-C44-0001,0CDL7WEW100085A,Samsung,MS23A3513AK/TL/JANUARY-2023,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-MA-C44-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C44-0004,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C44-0003,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C44-0002,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C44-0001,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-IS-C44-0001,LIH08249127794,Judge,Optima Plus,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-FN-C44-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C44-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C44-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C44-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-DT-C44-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-CB-C44-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C44-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C44-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C44-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C44-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CO-C44-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C44-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C44-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C44-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C44-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CH-C44-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C44-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C44-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-BS-C44-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C44-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C44-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C44-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-AC-C44-0003,null,Hitachi,RSG312HCD0BW/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C44-0002,42462f1251524552,Whirlpool,1.0 ton MGC; 3S COPR -P,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C44-0001,SE190Q16121,Hitachi,ESG312HCDOBW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-WH-C43-0002,Not available,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C43-0001,19090038607038,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WM-C43-0001,T62CGD#18FH2#004385,Onida,CRYSTAL,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-TV-C43-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-MA-B43-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-CB-B22-0009,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-B22-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-DT-B22-0002,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-B22-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B22-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B22-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B22-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-B22-0001,BB03KC1376A4080,Impex,OMEGA H2A,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-B22-0001,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B22-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B22-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B22-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B22-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B22-0006,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MW-B22-0001,247PULCTEU01912,Panasonic,NN-ST26JMFDG,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-B22-0001,null,Godrej,RD EDGE 205 TRF 2.2/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-B22-0001,null,Adyar Mars,null,RO Water Purifier,Kitchen & Dining,2023-04-03,7000.00,null,good,allocated,null
VH-SS-B22-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-B22-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-B22-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B22-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B22-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-TV-B22-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-WM-B22-0001,05A15PBW217498K,Samsung,WA70BG4441BY,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-B22-0001,Not Available,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B22-0002,19070038603521,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-B24-0001,BCX0P9AM700036,Samsung,AR12RG3BAWK/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B24-0002,BCX0P9AM/00020,null,AR12RG3BAWXNNA,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-B24-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B24-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B24-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B24-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-B24-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B24-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B24-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-B24-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B24-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B24-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B24-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B24-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-B24-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B24-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B24-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B24-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B24-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-B24-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-B24-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B24-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B24-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-B24-0001,BB06KC1376A0537,Impex,OMEGA H2A,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-B24-0001,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B24-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B24-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B24-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B24-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MW-B24-0001,0BFE7WDM502870N,Samsung,MS23K3513AK/TL MAY 2019,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-B24-0001,null,Samsung,RR20N1Y1Z5E/HL/2018,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-B24-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2026-02-09,7000.00,null,good,allocated,null
VH-SS-B24-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-B24-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-B24-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-TF-B24-0001,null,null,null,Table Fan (Wall),Appliances,null,null,null,good,allocated,null
VH-TV-B24-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-WM-B24-0001,03WH5PBM801608L,Samsung,WA60M4100HY 01,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-B24-0001,19020038614029,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B24-0002,19020038614031,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-B31-0001,408PAYU008418,LG,TS-Q18ANXE2,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B31-0002,408PART008390,LG,TS-Q18ANXE2/2024,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-CH-B31-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B31-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-B31-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B31-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B31-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B31-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-B31-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B31-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B31-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B31-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-B31-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-B31-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B31-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B31-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-B31-0001,LIH08249128162,Judge,Optima Plus,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-B31-0001,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,null,good,allocated,null
VH-MA-B31-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B31-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B31-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MW-B31-0001,247PULCTFU02685,Panasonic,NN-SM25JBFDG,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-B31-0001,RR20C1723S8/HL/2024,Samsung,null,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-B31-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,null,null,null,good,allocated,null
VH-SS-B31-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-B31-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-B31-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B31-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-WM-B31-0001,04KT5PBX706900X,Samsung,WA70A4002GS/2024,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-B31-0001,710201758,Ferroli,Mito Caldo,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B31-0002,PLMEB031273,Compton,SWH810,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-B32-0001,null,IFB,IAFS12XA3T3C/2018,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B32-0002,null,Samsung,AR12RG3BAWK/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B32-0003,null,IFB,IAFS12XA3T3C,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-B32-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B32-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B32-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B32-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-B32-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B32-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B32-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B32-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-B32-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B32-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
